Disaster_Type,Country,Year,Total_Deaths,Injured,Damage_USD,Displaced_People,Latitude,Longitude
Landslide,Indonesia,1998,40,97,4594410933,585356,74.35783208,21.11508429
Wildfire,Bangladesh,2017,45,87,2015094187,285725,-24.68650933,-179.0096416
Drought,China,2016,55,96,3712349060,95672,-50.05612788,-48.34780913
Landslide,Nigeria,1982,52,107,4766969865,21485,8.941916521,-130.03543
Landslide,USA,2017,36,116,1370567496,223773,-48.03475678,68.28792504
Storm,Mexico,2018,48,98,1755110985,560582,-23.34939985,-7.550294769
Earthquake,Nigeria,2022,61,74,4775443210,839433,-42.36309949,-71.36727939
Earthquake,Brazil,1998,52,99,2759139571,656994,-28.62149485,-11.58035783
Volcanic Eruption,Japan,2008,32,106,890545574,568257,-45.13974861,-104.5332403
Tsunami,USA,1993,45,93,3058118368,524381,73.54683992,153.0311877
Tsunami,Mexico,1995,66,108,2140411296,28370,-21.00122012,-160.5698523
Tsunami,Mexico,1986,57,107,2845181557,544038,2.145662039,131.5501327
Tsunami,Indonesia,1976,51,109,1734601390,761380,65.80565307,4.089163944
Drought,Indonesia,1982,63,94,3393944897,243707,34.82502231,42.82073861
Drought,Philippines,1974,53,104,4787588860,248706,26.52524728,-71.06197647
Landslide,Nigeria,1995,50,102,4810865454,802904,38.77884665,168.011142
Flood,Nigeria,2018,51,118,3963291021,767905,56.03511599,-78.53365493
Storm,Nigeria,1972,52,108,350652271,18934,62.8736975,31.99607897
Storm,Philippines,1976,53,108,2957747143,961278,29.96955389,177.6300138
Tsunami,India,2018,43,96,152119883,743417,64.60101846,137.1939827
Landslide,Mexico,2008,66,111,4552108606,301269,14.95565384,13.0787371
Volcanic Eruption,USA,2022,48,98,334239844,984485,-21.17928012,176.5348283
Wildfire,Brazil,1970,52,109,2780936937,479757,63.21073924,72.49315022
Flood,Mexico,2018,48,95,1605035324,825535,15.80619584,-104.8678502
Landslide,Indonesia,1986,70,102,1848817357,476966,66.85926226,-33.98536424
Flood,China,2012,47,94,1749000528,191157,-54.37650605,-59.58239976
Flood,Japan,1994,44,91,1852588278,875137,-4.347794784,-56.15506502
Flood,Philippines,1972,43,99,4158045812,318687,72.69270257,93.76431817
Landslide,Bangladesh,1984,49,96,1354815997,672298,-25.04898701,30.33465382
Tsunami,China,1998,38,111,1419487631,339636,71.81507445,-166.2866238
Storm,Brazil,2022,59,121,4835908716,444802,73.54634456,135.8814541
Storm,Nigeria,2012,58,105,3226622930,320168,63.49992399,-73.15338943
Tsunami,Indonesia,2001,50,92,1623036978,695047,18.91352631,178.9469557
Flood,Indonesia,1995,58,111,4288424990,988633,30.57152287,163.5086629
Wildfire,Indonesia,1985,44,95,3458397375,288351,61.74637978,158.591058
Earthquake,Nigeria,1994,57,80,3979726009,573642,48.62559153,112.0059375
Landslide,Bangladesh,2023,47,100,365621497,760817,28.21313892,-100.5792006
Earthquake,Philippines,1997,51,112,2417355030,692670,77.5163171,11.74778785
Volcanic Eruption,China,1978,63,121,1208543003,573248,35.99472909,-99.25105434
Tsunami,Nigeria,1970,37,120,2240112838,847694,76.56747894,-86.51683599
Wildfire,Brazil,1998,49,104,904157712,621443,-51.96561356,39.942637
Landslide,Philippines,1991,43,109,4672876687,257091,-40.5455481,-165.2999237
Tsunami,Brazil,1985,70,84,669838142,668763,3.20423844,169.0050841
Flood,Philippines,2010,50,93,3303261905,668425,-6.116875476,150.7223421
Storm,Bangladesh,2020,51,103,3088133056,221002,49.58287779,-42.92367402
Earthquake,Japan,2013,41,91,197854146,157873,-37.51403629,5.552081282
Drought,Brazil,2020,46,87,874098516,108182,76.65332508,-12.19700906
Drought,Nigeria,2023,52,111,3372503416,623420,-15.89077746,137.5919203
Wildfire,Philippines,2010,56,100,3830309314,946734,0.049319084,67.89667547
Flood,Indonesia,1976,47,91,4678806407,859138,-21.53569546,-79.87995093
Volcanic Eruption,Mexico,1983,44,103,4337138933,477158,21.11090643,-19.13714839
Earthquake,Indonesia,1998,43,115,4369383409,483430,-51.79198194,-25.57224875
Flood,India,1988,42,109,1751383594,292112,-39.04514922,165.3606606
Earthquake,Japan,1988,54,88,980585820,566805,44.41167848,-116.8880722
Wildfire,Japan,1971,48,105,676760291,512115,-33.88991832,-147.7525186
Wildfire,Indonesia,2010,51,111,2643805096,250714,-27.02797678,137.0227796
Volcanic Eruption,China,2014,38,98,4274900662,708599,51.017513,142.8069562
Drought,Bangladesh,1984,38,98,764444210,950159,-46.93783503,133.8260716
Flood,Brazil,1972,62,81,2347862168,254055,1.246335188,3.951689625
Landslide,Nigeria,1980,47,97,515225739,653570,-56.77112582,57.50799418
Drought,Japan,2022,55,93,4013514954,718131,-11.4469641,22.81069712
Flood,Indonesia,2015,54,109,3773440816,570272,37.85739637,-154.9987826
Drought,Indonesia,1999,49,86,1216804057,666409,-47.38554084,34.50056288
Landslide,Bangladesh,2009,43,90,3462969037,858753,64.36684775,-175.098907
Storm,Bangladesh,1987,49,101,827675422,762662,67.32986601,-63.00453256
Storm,USA,2020,48,99,2745623659,646142,-45.30134748,155.6253273
Volcanic Eruption,USA,2017,55,91,4173651016,982317,78.70254109,-70.54370293
Storm,China,1971,40,89,1997565081,397871,-18.34586252,158.3375914
Storm,China,2001,62,90,4355333199,477210,-48.22576604,-89.95177543
Tsunami,India,1977,51,99,2343059423,784891,-59.29060397,-66.75759343
Earthquake,China,1991,47,96,1817996214,90638,-2.806794593,46.22669872
Tsunami,Philippines,1975,50,101,2256235114,727814,28.173398,94.1857102
Tsunami,Bangladesh,1981,41,95,1671876947,855404,-13.49490501,0.499596482
Volcanic Eruption,Nigeria,2016,64,115,4288227111,807864,57.14043117,137.5616474
Tsunami,Philippines,2009,59,93,3406962309,745769,40.32487858,-165.5134482
Storm,Brazil,2005,44,103,4246963791,496392,-10.97738552,151.9901419
Landslide,Indonesia,1984,39,105,3833657972,65896,42.80335333,-109.329192
Volcanic Eruption,China,1997,43,119,1787417074,765573,71.66828318,138.3259482
Volcanic Eruption,Indonesia,2021,50,88,3918301536,201207,-46.9665602,-35.68925538
Wildfire,Japan,2018,40,102,3061619790,436152,-17.14544558,119.7925401
Volcanic Eruption,India,2014,50,87,283566916,629323,4.865631476,61.79959793
Wildfire,Japan,1987,57,93,1557767850,493597,9.718617886,-116.6610123
Volcanic Eruption,India,1971,57,110,653431539,275894,15.90739028,150.4971252
Earthquake,USA,1982,51,93,1362199692,814419,-17.91223308,-91.61373942
Storm,Indonesia,2014,48,128,2623587484,772221,33.41635044,-92.10955727
Volcanic Eruption,India,2023,53,114,4153598701,889427,30.31183049,113.1044028
Storm,Mexico,1984,53,122,1558610126,812597,20.89501088,-141.885628
Storm,Philippines,1989,61,98,4020028401,181613,-44.07335896,-100.0670737
Drought,India,1998,38,102,2430384985,548634,6.775504753,1.323926432
Volcanic Eruption,India,2011,56,101,552355235,251731,-10.12823575,118.9717303
Flood,Philippines,1998,50,75,2144107076,3514,8.745385777,-126.9057691
Drought,Indonesia,1972,45,99,1364291928,549126,69.06130097,17.16056442
Flood,Indonesia,1988,54,105,4963887832,813991,7.274388042,76.04661305
Storm,Philippines,1972,46,98,4613058893,887655,-58.04268914,129.8142809
Storm,Japan,2023,44,101,1759244197,59207,1.437143332,156.8036017
Drought,Mexico,1983,44,124,4099416853,16385,54.89074521,102.4703692
Drought,Nigeria,2009,41,106,3938116298,149389,49.20852925,55.01822336
Flood,Brazil,1973,51,85,3354543319,917897,11.87461029,-23.89676929
Wildfire,Mexico,2021,47,99,4958348913,24881,-25.0323382,-139.6403445
Flood,Indonesia,1980,60,121,1533319971,373905,5.112412808,75.50538931
Drought,Nigeria,2000,46,103,763240456,229905,18.91831072,177.3854296
Landslide,USA,2012,42,96,1612752924,512527,79.98200136,85.2338141
Drought,China,2001,47,103,1693472746,421171,30.18493262,-173.9840063
Landslide,India,1996,44,92,2318767456,58308,37.19709021,-1.346407905
Earthquake,Philippines,1999,41,121,4670592109,372659,8.8035801,41.27278769
Drought,Philippines,2012,53,98,3174110205,189086,-10.37146289,68.2827124
Earthquake,India,1971,51,111,1726329300,511972,53.81341771,79.10130082
Wildfire,China,2018,53,111,4185585464,253267,9.290525407,20.91903884
Flood,Brazil,1978,59,114,1480044535,720790,79.2566182,-99.59028022
Landslide,China,1997,54,89,2785079124,858463,3.996880398,159.1922381
Flood,Nigeria,2000,47,94,3637790473,367401,-50.47996029,70.79992836
Earthquake,China,2003,51,112,1038768334,349117,35.56093919,-94.73758673
Landslide,Nigeria,1984,57,97,280911603,59596,-53.47019687,-63.96414038
Flood,China,2017,54,97,1499901102,510576,-24.92977644,151.8939614
Drought,Brazil,1994,51,96,3573737498,919217,-10.47664461,139.4946672
Storm,Brazil,2005,53,121,1368652303,544716,43.52770199,-34.14728219
Earthquake,Indonesia,1977,57,89,4225490280,62160,9.193029697,-166.2094001
Flood,India,1978,51,97,3766611972,459387,-55.98956962,-162.5409472
Earthquake,Brazil,2006,47,93,689766355,250894,26.35897918,-77.78941527
Tsunami,Nigeria,2017,49,110,2352444899,342873,-2.39892676,46.48399896
Earthquake,Brazil,2014,63,86,1497932591,60843,69.0568314,30.31006872
Landslide,Indonesia,2008,53,108,2331248416,416219,9.93872356,48.1780033
Tsunami,Philippines,2001,39,108,2309095805,342313,39.25652043,78.2218699
Volcanic Eruption,Nigeria,2021,54,108,1199147433,881196,-29.35841107,-173.1483887
Landslide,Indonesia,1986,59,92,1242172099,435293,46.53629903,-142.1691857
Storm,Japan,2004,38,98,3173898627,813162,40.93374347,-50.58595734
Tsunami,Japan,2006,44,95,128103576,900514,66.5714392,-124.2504009
Volcanic Eruption,USA,1988,56,119,1637149581,72981,-55.26497016,-152.8847847
Drought,China,2013,58,110,2084532187,766079,2.650097666,50.74718256
Earthquake,India,1998,52,117,2874380464,997321,35.08175638,113.5211319
Flood,Bangladesh,1976,46,107,916416867,727498,-46.67705399,90.94559668
Wildfire,Mexico,1997,49,91,3801499922,327717,-2.515430599,114.1343203
Earthquake,Indonesia,1978,63,98,4381929755,763488,71.90052443,59.70835586
Volcanic Eruption,Philippines,1997,42,103,2348057253,159941,1.030828725,84.72431585
Earthquake,Mexico,1975,65,93,1468600523,233151,77.95666969,-82.15964129
Storm,Philippines,1998,42,104,1190661169,555364,-52.04253145,177.4828931
Drought,Mexico,1986,51,109,1442847998,479221,40.49616866,-114.0603644
Wildfire,Indonesia,1985,54,108,820119028,228907,21.34227307,-102.7822052
Tsunami,Bangladesh,1992,45,95,3921706902,126283,10.0755548,-75.98814055
Tsunami,Mexico,2000,46,88,2002946629,287238,75.91863621,171.1196748
Tsunami,Indonesia,1972,58,114,71208399,682177,-41.84894393,175.7838922
Volcanic Eruption,Brazil,1990,45,111,1855793943,534843,65.43985324,106.1617499
Landslide,Bangladesh,1995,42,90,1527017372,70656,36.77365756,46.46073548
Landslide,Nigeria,2005,60,100,4430276834,914493,-23.74054974,7.222527066
Flood,Philippines,2011,40,86,654334979,997718,66.23368039,169.4235044
Wildfire,Japan,2006,53,82,610392105,383576,0.101288501,70.42420903
Tsunami,China,2022,48,97,4391168494,443409,53.99182593,160.1028462
Landslide,Japan,1991,55,118,718575878,397931,-5.562887613,-66.04171219
Volcanic Eruption,Bangladesh,2011,47,108,2699341522,392838,59.13031584,-59.84107478
Flood,Nigeria,1981,50,106,339275625,296306,29.12807658,127.7008539
Drought,Philippines,2011,64,121,592859305,101173,-40.2534713,-126.0522286
Flood,Nigeria,1982,58,111,920486571,360002,30.95284289,160.5340301
Landslide,Mexico,1980,58,85,2686573270,101980,-33.21173322,2.690767679
Storm,Philippines,2023,48,90,2457486654,495241,-2.330832095,153.5089963
Volcanic Eruption,Mexico,1985,49,110,634755239,913084,-36.1586182,-58.75459606
Storm,Indonesia,1977,68,100,2034898210,562746,-56.91774381,77.74520549
Tsunami,Bangladesh,2009,39,114,3596399284,104122,-30.33588448,-6.16495609
Storm,Indonesia,2009,35,94,2767606223,622826,15.09208332,45.64930689
Tsunami,USA,2014,44,91,1708345376,920644,7.418535489,1.57409753
Tsunami,Nigeria,1971,49,99,3978103345,991678,10.20959338,168.1616223
Landslide,Mexico,1999,55,115,936405219,635489,-25.32383702,69.15794321
Storm,Brazil,1999,46,89,3038805472,148455,35.92256809,-89.52517129
Tsunami,Indonesia,1981,56,98,3064017214,673078,38.59686015,147.4836919
Wildfire,USA,1979,49,92,3877304773,499845,-9.884504422,-74.14929426
Drought,India,2013,59,104,3562094960,731520,63.36381239,-46.22216425
Flood,Japan,1980,50,105,3079531452,450615,30.16325033,-143.2354687
Flood,Philippines,1984,43,87,4435890389,349152,39.82549854,143.9879471
Landslide,USA,1985,43,91,2714945492,152935,-21.17241149,-76.99967164
Storm,Bangladesh,1986,54,79,2244048912,989130,-59.91437108,-86.78965754
Storm,Indonesia,1995,63,106,621295975,797809,61.15258569,151.2945353
Tsunami,Bangladesh,1971,50,103,1229006643,869463,55.13941384,109.9896705
Volcanic Eruption,Japan,2019,61,94,1001729498,522377,-42.75313567,-129.2115883
Earthquake,Brazil,1981,47,103,2096314818,715883,-7.625281106,96.95682141
Tsunami,Nigeria,2020,62,102,503095170,648691,32.58750317,148.6919153
Drought,Nigeria,1995,40,89,2144133953,145942,31.29552001,-151.7359614
Wildfire,Bangladesh,1992,61,95,3412777709,319631,60.44904687,117.0773982
Flood,Mexico,1987,48,108,998071867,674660,-40.36245737,17.07121867
Tsunami,Brazil,2001,52,120,1876640505,449167,0.19156469,60.91108178
Earthquake,Nigeria,2018,61,97,3674186446,591927,-46.38858149,-2.572437994
Earthquake,Brazil,2007,53,101,1531002677,877163,-5.456665219,71.20911057
Tsunami,USA,2016,61,78,534347974,649054,-57.88495762,-167.7247698
Landslide,Brazil,1972,67,94,215335689,365573,65.75822912,94.57442036
Flood,China,2007,51,105,2388449422,260637,13.78615956,-167.9962688
Landslide,Japan,1972,48,101,4385083037,989630,58.97231651,-16.09205481
Wildfire,Nigeria,1999,50,114,4740264983,436196,-51.61334186,-125.6526025
Earthquake,Brazil,1970,52,95,1493777218,238976,-28.15586453,116.4867398
Earthquake,Bangladesh,1999,59,112,187917774,163122,-23.68680067,-67.0820727
Drought,India,2014,43,107,560913513,658281,-5.863190751,-16.52632394
Wildfire,China,2001,56,96,2691214384,917336,52.40129214,-25.64973313
Earthquake,China,1997,56,106,395421030,332414,-5.881897678,98.10070765
Wildfire,Mexico,1990,46,106,4999094906,347437,-31.34850585,-6.788030473
Flood,Brazil,2015,43,91,4624903147,816760,-50.90136355,104.0250006
Storm,Mexico,1982,41,102,177076080,978324,-48.87115523,-153.5370204
Earthquake,Mexico,1996,49,86,3781849893,285282,46.40660883,-111.0261716
Drought,India,2005,63,102,288650124,212645,2.272418745,18.55232987
Flood,USA,1976,50,132,3726941012,492356,41.66535708,160.9517969
Tsunami,Brazil,1991,57,115,1683851399,929598,35.52019705,-153.0871752
Wildfire,Indonesia,1979,46,97,1570357583,458480,-41.04925535,-164.4896822
Tsunami,Nigeria,2008,44,116,2021052333,517681,-39.99568921,-123.641757
Landslide,Mexico,2022,45,103,4444117182,795460,45.74788216,50.81512639
Flood,Japan,1984,44,111,1400127905,764413,40.97756109,-36.36255
Tsunami,Philippines,1984,58,110,4078368386,670792,-7.075692638,117.1988566
Volcanic Eruption,Japan,1973,43,99,4344160659,305963,-49.16088313,-154.1040655
Volcanic Eruption,India,2001,45,100,2461440761,350771,-58.30627696,-109.2909287
Earthquake,India,1992,47,101,994272593,258312,-19.65802708,-71.99049403
Wildfire,Bangladesh,1975,52,89,815530375,212194,-58.7088817,45.62283121
Storm,USA,1993,64,110,980778270,791744,-27.78983305,66.66216851
Flood,Nigeria,1989,43,103,1620358823,550261,-1.26989637,-135.2868142
Earthquake,Mexico,2006,52,112,3905885547,626414,-43.00179286,159.7696952
Drought,Japan,1989,48,86,3391481336,972809,-45.4011139,-57.22411133
Landslide,Philippines,1981,54,97,3224791116,160045,65.501241,76.74075468
Wildfire,India,2002,46,113,1573803422,306534,21.96580406,8.714778821
Flood,India,1997,48,110,3909118287,933603,70.82379615,-99.80707912
Volcanic Eruption,USA,1977,65,85,3397842148,784313,-11.58433707,124.6421963
Flood,Philippines,1970,46,93,4623302585,312100,34.80029123,114.5656901
Storm,Philippines,2006,50,83,2262538889,361523,-31.34316555,-37.41413259
Volcanic Eruption,USA,1991,54,109,2888942668,276207,26.56764442,31.89873085
Storm,India,1975,51,104,2100374603,356450,-41.8579978,-87.18274946
Drought,Nigeria,1990,41,105,4679426599,748112,-59.70871052,68.34658635
Landslide,Brazil,2001,60,85,1665049073,617484,70.4144522,-68.75034746
Drought,Brazil,2004,56,115,406728886,475135,17.68521266,123.8683444
Earthquake,USA,1984,49,104,820266741,533893,69.77169279,-101.7413625
Earthquake,Philippines,1974,57,97,4326781255,620473,-13.26358668,-174.6707678
Drought,Mexico,2015,51,109,1420260603,102756,-14.10995032,-83.33710489
Landslide,USA,2019,51,99,3949265543,116351,-3.908299752,-111.2211049
Drought,Nigeria,2017,66,95,2321686210,753455,38.84573775,2.983118301
Landslide,USA,1975,46,113,3031544140,781215,19.21320879,-106.666815
Landslide,China,1994,58,100,1537211422,765962,69.54968699,94.74835346
Tsunami,Japan,2015,53,91,3229229683,208976,-56.43827384,-93.10657032
Volcanic Eruption,Philippines,2009,43,97,1975800236,335108,39.14743132,74.50854477
Wildfire,Bangladesh,1998,36,122,1304698300,182277,-13.75412349,28.24953228
Landslide,Bangladesh,1976,51,96,2667943148,409033,-34.76728875,175.0499483
Storm,Philippines,2009,55,96,1830897964,526708,11.45538715,179.9643517
Landslide,Nigeria,1982,56,115,3820886174,346592,10.70892979,133.02939
Landslide,China,2007,43,95,1009631278,463069,-40.81845598,93.59401295
Landslide,China,1987,58,117,314844661,518036,-31.73455214,-40.87569096
Tsunami,India,1971,48,101,2532232834,89897,-2.856946914,91.17962177
Volcanic Eruption,Japan,1977,42,81,2782898983,552016,-2.766402265,164.4031933
Tsunami,Brazil,1980,65,86,2399618646,124826,-15.54186045,-171.5840729
Earthquake,Indonesia,2002,44,108,3724872373,57858,-39.20367879,13.64929207
Tsunami,Nigeria,2023,63,95,4747450519,515131,-59.38768493,-101.5206104
Storm,Indonesia,2007,53,118,1531616886,893148,75.83290874,20.83547371
Storm,Indonesia,2017,47,106,2748251950,180161,72.08989216,-12.07904769
Tsunami,Philippines,1996,32,95,150133579,751964,7.711053085,27.27668936
Volcanic Eruption,Bangladesh,1989,58,103,2967169712,785968,79.30724546,18.34639971
Drought,Bangladesh,1981,47,99,3499914222,491747,34.31160631,165.6385341
Wildfire,Brazil,2012,51,98,3507283240,739617,-50.35994473,18.78699922
Volcanic Eruption,Philippines,2000,44,93,264485748,946468,-43.51945213,124.6435517
Tsunami,Indonesia,1996,44,96,3394261712,752425,68.25551814,-64.86469675
Landslide,Mexico,2001,45,96,1154763726,339136,28.2073083,-22.28375204
Flood,Bangladesh,1979,50,82,4229034683,885691,58.04570773,-10.65114862
Wildfire,Nigeria,1972,44,114,3996287238,378329,65.75775095,-79.6579044
Wildfire,Nigeria,2014,47,96,1961000787,435456,2.71188158,-43.27550587
Storm,India,1996,51,104,883333386,886714,-53.20636678,35.46470861
Wildfire,USA,2004,52,109,4947440175,214521,-33.64075115,28.86759479
Tsunami,Mexico,2000,47,102,2565516461,668035,-50.67992738,49.11672405
Landslide,Bangladesh,1984,53,106,1595992000,248422,-33.5764216,-53.34555045
Landslide,China,1985,52,95,4057531208,621965,-2.525390296,-66.30066174
Earthquake,Bangladesh,1982,49,92,3030879829,485741,-43.45244653,40.18243779
Landslide,India,2018,45,73,3293833248,584337,-36.65734531,-132.1697706
Volcanic Eruption,Nigeria,2004,51,94,4033097742,999168,2.41504949,-88.90864433
Landslide,Indonesia,2021,56,101,1836367625,179508,-12.37606695,-164.8340147
Storm,China,1980,53,89,3325978107,564501,5.472137386,-153.8600931
Landslide,Philippines,1990,63,100,1268995664,945615,0.084083886,-92.38201947
Earthquake,Japan,2020,55,122,3429252038,790716,30.22692364,-172.9694591
Flood,Indonesia,2023,43,95,1311693051,484245,71.20653684,-91.65218685
Tsunami,Japan,1980,60,93,802105158,279729,-44.89899262,55.7914763
Storm,Mexico,1999,63,93,4816531401,982543,-46.1035791,-158.0014518
Volcanic Eruption,USA,2017,50,99,4099925014,881563,59.39285555,-22.77479599
Flood,China,2022,57,115,3171409933,269275,10.89553865,148.7191633
Storm,Brazil,2004,65,87,3155245797,567670,47.2967033,104.8625384
Drought,China,1991,54,85,4607346390,951031,-29.84093349,-70.04249917
Wildfire,Bangladesh,2007,41,88,3846279207,218565,56.04076024,152.9299725
Drought,Nigeria,2000,42,96,1906828866,162008,69.33852739,-61.32726117
Landslide,Bangladesh,1983,47,112,2834464332,87081,28.96762218,-153.8944213
Flood,Bangladesh,1993,53,106,430549899,53441,-45.17693699,177.8601444
Landslide,Mexico,2019,50,91,214085083,447814,65.34127398,133.2081098
Wildfire,Indonesia,2018,51,82,1084445905,603508,50.94828183,-12.26419801
Storm,Brazil,2001,51,92,2723461417,763344,45.12288871,59.89554871
Wildfire,Brazil,2005,46,86,3695905676,676002,-54.85805355,61.64210803
Earthquake,Bangladesh,2001,49,100,1958464417,725267,51.85475354,-109.9863969
Wildfire,Japan,1984,53,102,4621266595,536939,-40.68685853,-107.9824921
Earthquake,Mexico,2012,53,90,55713353,657025,-28.86593533,-10.95094679
Wildfire,Bangladesh,2004,46,87,2615785067,793350,20.79887688,148.1663304
Tsunami,USA,1972,39,106,282167233,285151,-22.90269179,-176.4022411
Earthquake,Nigeria,1985,54,94,1634715085,752304,32.58874888,101.7020289
Flood,Indonesia,1974,47,98,16489518,206802,25.12986268,-159.2903579
Landslide,Philippines,1990,58,104,2643381992,287179,-44.85905628,-7.840038642
Volcanic Eruption,USA,1979,44,106,4841517354,875784,31.84204114,49.63421991
Landslide,Japan,1988,45,95,2447674049,481818,69.35368738,67.23333615
Drought,China,1994,60,110,4778895186,601037,-37.44461327,-158.9474651
Landslide,China,1973,48,92,4659088399,376193,23.58868293,-29.30269774
Storm,USA,1998,50,101,191027695,874580,-12.13884793,30.18141378
Tsunami,Bangladesh,1988,57,107,4856552433,546499,4.345634048,-156.2236066
Wildfire,Philippines,2012,54,97,2745250540,972091,-19.81997493,-131.3659596
Drought,India,1971,61,110,2049475066,26866,-10.42171091,58.91363622
Storm,India,1979,51,116,4241612347,237012,-55.95234474,7.789750773
Storm,Japan,2012,48,106,3082525686,509269,77.41724331,-121.7416819
Earthquake,Bangladesh,1994,37,102,4284655132,7344,27.47198909,12.68616129
Landslide,Brazil,1989,45,98,2312186859,855169,10.09878267,148.5692544
Flood,Brazil,2017,54,92,1955997594,332432,-6.27985107,-174.3884695
Volcanic Eruption,Indonesia,1988,50,92,1985768454,848978,15.51243824,51.34815845
Flood,Philippines,1992,59,87,2283338360,107879,-6.78516018,-153.4858435
Drought,Philippines,1993,54,112,3617396002,796759,-9.612890151,-177.6782005
Tsunami,China,1980,65,94,2042413743,966163,4.952515841,-125.7643841
Flood,Mexico,2015,56,106,1447897017,963301,-21.36237529,-27.75361253
Wildfire,Japan,2003,63,105,2684525010,464843,-34.793014,108.8438396
Flood,India,1997,56,113,485092981,551896,17.92482575,-78.55722122
Drought,Japan,1974,49,98,2092318994,421501,57.98716106,45.24235646
Volcanic Eruption,Brazil,1974,56,110,835808820,874966,-38.60405512,-31.98361034
Flood,Brazil,2020,45,99,3863709750,902641,-55.41719232,-95.64055489
Wildfire,USA,1990,50,91,879365371,441850,-25.44635568,5.128961142
Earthquake,Indonesia,1981,46,87,2322931824,695649,77.16089008,107.0872165
Tsunami,Philippines,2019,55,89,2480512178,506930,56.02613032,119.6972532
Drought,Nigeria,1973,53,107,2588766488,280151,23.42124749,124.7470315
Earthquake,Japan,2023,55,69,1168237684,287401,70.09484813,-58.11918748
Earthquake,Brazil,2018,59,90,161282432,609342,2.339076357,105.6441833
Earthquake,Mexico,2011,45,92,3302786048,29784,77.65928436,-103.6157562
Storm,China,1989,50,102,856715370,693948,-18.51771368,85.83303645
Tsunami,India,2007,47,108,181544968,44221,-26.35719507,161.4183935
Volcanic Eruption,Indonesia,1994,39,117,4168766774,807810,29.32674816,-175.0522195
Landslide,Mexico,1983,43,98,1550208448,4696,-7.058444487,-21.46898478
Tsunami,Indonesia,1980,44,110,1254988544,355675,27.69117588,53.19755583
Storm,USA,2001,56,95,2566143317,34635,-17.30062744,72.63927738
Landslide,Nigeria,1980,52,89,4915530383,650777,26.50855596,-116.608407
Tsunami,Brazil,1987,50,99,4019680041,320687,-21.39552352,169.9859791
Earthquake,China,1996,51,101,1684171571,736619,-52.86391037,41.49553247
Drought,Mexico,2023,50,103,1731295176,674567,67.69902627,-120.8373836
Landslide,Indonesia,1987,57,84,2264388552,945028,63.64872826,-172.6118958
Wildfire,Philippines,1992,41,114,1609249956,946058,75.9117409,101.9751116
Wildfire,USA,1980,63,115,1298876871,11817,40.31380467,-151.3062938
Flood,Philippines,1990,47,93,1192977069,520674,35.58096488,-129.2216684
Landslide,China,2013,50,114,15486679,317402,18.26042981,26.93880967
Drought,Mexico,1974,63,102,2536949242,193654,-42.36806171,37.26198124
Volcanic Eruption,USA,1992,44,101,698719690,655528,-33.50705647,67.27936269
Storm,Mexico,2010,47,109,689798786,122475,-19.47424359,-38.33495544
Earthquake,Brazil,1994,49,116,2640793335,960485,64.62189076,98.60352083
Flood,Bangladesh,2010,45,109,2361313765,223378,-35.78426656,170.7690959
Wildfire,USA,2023,41,83,3369817488,589487,69.20224443,-82.40582049
Storm,Philippines,1979,51,104,1157347681,851380,13.19000263,73.09030195
Storm,China,1991,65,95,2521083311,57782,40.17974897,154.2487149
Earthquake,Nigeria,1988,41,110,2599588207,80759,-44.56577186,67.06323454
Volcanic Eruption,Brazil,1970,59,104,4819262289,502972,-22.33530317,65.19941951
Volcanic Eruption,Bangladesh,1976,65,100,2357361269,585887,74.19260515,-99.44187513
Landslide,Nigeria,1973,47,89,52274615,512813,-22.73900743,12.64687212
Wildfire,India,1970,52,107,2153683796,204635,-18.48695915,22.5082237
Volcanic Eruption,Brazil,1984,53,92,2996833714,16291,-32.33636612,72.04664248
Drought,China,2009,40,102,4608781495,895377,-41.92968686,178.855722
Volcanic Eruption,Indonesia,1981,45,105,4032732281,971337,-27.3439302,-167.8882239
Storm,USA,1991,54,86,1971340015,222047,29.92576487,-156.5162419
Earthquake,Mexico,1991,42,95,462272727,611345,3.75148269,-151.937975
Drought,China,2019,45,106,4080800581,876683,17.52581709,87.47248842
Landslide,USA,2016,46,105,469997973,873586,-42.86892397,-130.9126338
Wildfire,Nigeria,1986,34,106,1983109354,94535,52.2963026,44.08267482
Landslide,Mexico,1998,55,109,4029645255,426208,49.77325808,-63.11920396
Storm,Japan,2015,45,98,1000474099,500269,-56.97741244,-15.36481576
Drought,Philippines,1983,54,118,150400366,432566,-6.307886769,-102.3612625
Drought,India,2019,57,92,3407384411,788005,-50.37211572,131.7983621
Drought,Brazil,1989,43,111,4443471027,784077,50.89480912,31.0141167
Storm,China,2019,50,85,2806606928,8577,43.21775564,160.0427749
Storm,India,2017,53,94,3783808958,926216,66.2783332,26.85464989
Landslide,Indonesia,2002,48,99,2310543789,554236,-26.90344575,-135.393109
Flood,USA,2012,46,106,3682148522,760427,3.881423638,-118.4866438
Landslide,USA,1984,56,82,1164710534,77700,-34.1716972,176.0666315
Wildfire,China,1981,51,97,3245683347,267361,-8.027109174,81.20347104
Earthquake,Bangladesh,2009,41,109,2468746050,846610,13.11405522,-162.25965
Drought,Bangladesh,2023,43,84,208959341,871494,-52.53368942,73.36116181
Flood,Japan,1989,51,84,2040801737,883238,40.08185749,-31.61770315
Earthquake,Philippines,1999,65,92,2579227825,157481,16.06107045,-69.40498074
